mu,sigma,log_likelihood
73.7027436610849,143.856321560021,-75.3103260732507
55.4030164664141,125.064024531897,-76.258841568207
82.1513845844198,113.324998285582,-74.7689713465549
213.589657136538,117.580459403308,-75.0903545904601
125.507565142647,117.461479996789,-73.1795484197932
98.9796998327998,114.717275498321,-73.918238793273
128.214795415499,87.5821873709552,-73.5428323697677
128.588816290705,111.900041504943,-73.0508858007401
118.715466153046,103.245120074489,-73.2629910062029
141.551087544557,136.474119912497,-73.580128856333
181.509994961846,123.887847107724,-73.7084252714731
127.590269109231,117.735755279168,-73.151942544242
161.987102164257,144.478809254387,-73.9650555550299
125.499849236522,80.6634430323516,-74.2264150019821
123.836021537246,101.560803554168,-73.1471712986878
130.205305874801,98.4762431300476,-73.0631628215166
83.9245428715385,106.324741163246,-74.8371604195439
189.234099118005,100.289790860435,-74.0987633787474
101.961306137033,126.909704714363,-73.9382393714636
155.726879314706,121.186177425033,-73.1560811997008
145.548371077637,103.879244678321,-72.8847084309835
112.670142260858,113.411654822386,-73.424340446473
141.832716786734,100.950835571678,-72.9067801557114
131.990987750363,116.033042434974,-73.0640716144358
144.004854126295,134.106312223231,-73.4939424442799
138.298180925322,123.472420700713,-73.1796968949878
179.043461614307,132.519015069621,-73.8454291440908
118.987916710072,90.8665080653756,-73.6381521177186
123.222889870963,76.1519862561336,-74.9139116266681
128.124041614416,105.196304068998,-73.0295245496053
169.102801409081,138.776429792602,-73.8482001472142
44.8294386769853,124.137241472402,-77.0565984743348
131.737670338812,105.306471056034,-72.971964782603
155.849531107981,88.9378843583801,-73.3526178861675
151.381101510798,138.952609144383,-73.6817669753719
125.352666137288,99.9448768498618,-73.1357781943144
109.049900018775,76.6293541872558,-75.6650998581769
166.403761028093,89.0809122685245,-73.6087579268161
100.20834434466,136.407938260556,-74.209760971737
174.752783942728,164.417377690353,-74.9083795716158
145.900448107214,99.8948633888682,-72.9153202494766
160.454153536497,93.5252261089913,-73.2313213750013
133.503962439245,112.916154236664,-72.9997672976635
173.082013303764,192.485986239095,-76.066783277789
110.925068581145,159.34075320532,-74.7563381509795
170.687209799293,107.926676713619,-73.2421118602796
113.776765963498,80.8240566232531,-74.7457202791081
147.769368470784,107.490239961963,-72.8940319450503
160.668078172039,124.328004413394,-73.2878489953463
116.226951000743,169.185221854311,-75.0817887563174
135.344414046334,131.333723395524,-73.4299717660797
178.867971560469,104.445667068701,-73.5295510118142
178.674869058339,107.648665895761,-73.4913380973261
111.720211624959,90.6444201662809,-73.9607325590212
158.388110323876,108.880431913625,-72.9939594695683
98.9796998327998,114.717275498321,-73.918238793273
135.779435973932,117.120308328363,-73.0483128872389
139.126715642232,112.949596007199,-72.9564826194656
117.596303888601,109.19119617391,-73.2664613670878
128.591406965639,92.3898214744334,-73.2789989042625
125.967870243717,86.2522272615064,-73.6974697136471
130.571847320223,117.929983307572,-73.1157026278188
125.499849236522,80.6634430323516,-74.2264150019821
172.286532419377,89.9455195588683,-73.7741449691158
137.372793584104,97.9321473738436,-72.9774048211656
139.470951093018,97.7110237700538,-72.9654717169171
136.299847983812,109.987807004014,-72.9410298628427
136.560788068522,90.0227319210762,-73.2488711803159
148.62418203316,134.458276258403,-73.5114465524481
86.319629980366,154.397330579308,-75.1345731738351
159.387764103226,145.949109710952,-73.9976194833327
53.011931913791,135.769319961559,-76.2814555733032
178.674869058339,107.648665895761,-73.4913380973261
88.9043930183678,103.346573000761,-74.6275072472258
123.879848678341,125.034497728961,-73.3716377743385
97.5656246644428,80.6493577015868,-75.9313092909572
176.754666409569,133.054915763191,-73.8085893976117
158.388110323876,108.880431913625,-72.9939594695683
108.906749068799,119.707703200107,-73.6030765866473
88.9043930183678,103.346573000761,-74.6275072472258
158.388110323876,108.880431913625,-72.9939594695683
166.895867539913,153.482161687918,-74.3688583575637
116.0764166919,142.546436288091,-74.0429868721115
74.6575202567933,97.563751163712,-76.0340250471633
129.670169854329,119.638237186451,-73.1617749770669
98.5812808754215,127.224805268772,-74.0553428883383
197.555767190567,98.7147607325144,-74.6590949001872
138.687114275945,186.055085452625,-75.6592379824849
160.019515041029,102.375056257164,-73.0272678709262
139.844479902772,98.5246511819761,-72.9483258728471
143.381862932061,100.39083862198,-72.9091455032714
144.011227787252,77.6975947215967,-74.2333821617765
189.234099118005,100.289790860435,-74.0987633787474
175.589062947585,118.300607088144,-73.4510193693688
155.101973126564,114.348504364716,-73.0147037857816
209.492034822521,152.102612588355,-75.2775995074185
120.993123500232,101.991981749043,-73.2144190098557
185.307623320827,177.932577963795,-75.6105389098527
137.14921520186,107.785866309749,-72.918857439138
128.801732778749,117.320463089999,-73.1270070261419
85.5068831821254,136.260851466248,-74.6973556547787
130.71788837466,78.3294116952995,-74.3419598469851
116.226951000743,169.185221854311,-75.0817887563174
169.453357297172,161.151561945099,-74.7088228633946
139.41928971277,87.5382272891116,-73.3567878744601
128.470838604567,147.482459077575,-74.0685908536035
128.206862796308,109.090855143514,-73.0343551069106
131.849169647807,113.898577375829,-73.0317232221424
146.973220501791,113.440203384623,-72.9523416416555
140.808204455927,104.149612953797,-72.8914382074097
63.164936869768,119.383279716181,-75.8534080908792
93.4480718465241,133.645023032441,-74.3563395839468
100.912199956309,85.6384695056277,-75.0206449147918
154.173894206772,111.107330714059,-72.9634455222792
184.29119117057,126.340984317676,-73.8373723199001
173.933371093915,113.321086489275,-73.3503805264559
112.768608420911,111.064032753799,-73.4105827890338
125.507565142647,117.461479996789,-73.1795484197932
128.206862796308,109.090855143514,-73.0343551069106
179.043461614307,132.519015069621,-73.8454291440908
151.130310177381,74.7659535985229,-74.6948296153459
159.698940756012,104.695261323729,-73.0078445479209
125.507565142647,117.461479996789,-73.1795484197932
149.271834836325,126.527324140721,-73.2584093871758
120.993123500232,101.991981749043,-73.2144190098557
132.181434476367,89.8472520959866,-73.3240821555266
118.60809369217,78.2680324631197,-74.8223348480711
103.121911931777,100.973212202337,-73.9137479714799
213.589657136538,117.580459403308,-75.0903545904601
147.648910451542,94.277546690571,-73.0406553284129
108.906939087771,101.258039653528,-73.6442350982172
172.40077587501,112.613510092294,-73.3038597829936
158.046079443296,122.025343587885,-73.1993706474196
128.214795415499,87.5821873709552,-73.5428323697677
87.168124140357,145.168056233739,-74.8436061921462
137.172840771638,95.180201973179,-73.0443524271371
159.698940756012,104.695261323729,-73.0078445479209
158.559867196221,109.98561449432,-73.003866762163
128.214795415499,87.5821873709552,-73.5428323697677
138.374668938325,134.637733482699,-73.5250316384897
98.9796998327998,114.717275498321,-73.918238793273
180.721279179697,103.674665784017,-73.6137921669804
136.32543563723,99.9441673375499,-72.9546126392635
148.6861386998,114.250280163427,-72.9700726028767
116.541699111989,95.2860470559702,-73.5247205945637
121.598072082564,104.309318329746,-73.174600348251
152.146337403501,138.492993070169,-73.6683494240659
116.541699111989,95.2860470559702,-73.5247205945637
134.488981518481,84.6836500133818,-73.6158844661308
160.71808208797,139.493473722438,-73.7677471196383
137.172840771638,95.180201973179,-73.0443524271371
110.183800056438,153.927836024402,-74.5602455848892
137.202378572758,115.213301812749,-73.0032097784641
120.993123500232,101.991981749043,-73.2144190098557
172.286532419377,89.9455195588683,-73.7741449691158
121.750108647722,87.6011785044254,-73.7397452849381
124.179789400337,136.367040246435,-73.7076559345673
80.6014710508716,163.97012920569,-75.6006158234952
170.462708058105,94.2270691665589,-73.4884636567443
87.0378583437749,134.457328898721,-74.6050122097946
88.0341434320495,176.988964205973,-75.8673043928665
198.862819349843,167.741074255391,-75.4786516134475
55.4030164664141,125.064024531897,-76.258841568207
135.391016636148,113.066515488609,-72.9838207961002
138.814851943031,113.239805015907,-72.9622643714121
193.107428344927,133.876171330632,-74.2741351933859
133.927075058888,129.934929275703,-73.3952674351534
111.720211624959,90.6444201662809,-73.9607325590212
92.3054300244804,120.922574718716,-74.2203340367953
118.007474816337,92.5452264816452,-73.5881493016142
133.095497766766,99.7733499917778,-72.9953913449321
94.0290342918938,148.834360975768,-74.7436517534802
166.96706251551,126.300980495123,-73.4319803263399
105.211514899571,121.426796476204,-73.7420960011033
156.488391623348,105.6499830005,-72.9591736128461
95.7263316253769,103.821809466854,-74.213049501045
133.714471196251,91.6488596292315,-73.2129711837035
108.906749068799,119.707703200107,-73.6030765866473
116.0764166919,142.546436288091,-74.0429868721115
112.670142260858,113.411654822386,-73.424340446473
63.7744490292699,110.139825798401,-76.1383057909188
147.273801394009,109.945127338337,-72.9101851356631
141.382655338544,100.730760283065,-72.9106255263522
147.460385912971,95.7506265539835,-72.9982462978154
116.0764166919,142.546436288091,-74.0429868721115
158.046079443296,122.025343587885,-73.1993706474196
59.8626167367172,119.375129117044,-76.0846059236031
137.172840771638,95.180201973179,-73.0443524271371
215.573028446585,140.809825126348,-75.2618581144297
125.499849236522,80.6634430323516,-74.2264150019821
61.3188682109449,123.836221101056,-75.8864997337088
159.698940756012,104.695261323729,-73.0078445479209
87.0378583437749,134.457328898721,-74.6050122097946
133.680771239585,107.231926123382,-72.9495649489459
185.307623320827,177.932577963795,-75.6105389098527
109.049900018775,76.6293541872558,-75.6650998581769
162.134722325176,92.0428337668133,-73.33086723892
101.961306137033,126.909704714363,-73.9382393714636
139.619248287655,96.9078173215183,-72.9812194280388
128.470838604567,147.482459077575,-74.0685908536035
124.9878241686,99.5938450826212,-73.1505200681427
198.862819349843,167.741074255391,-75.4786516134475
161.987102164257,144.478809254387,-73.9650555550299
109.957990248332,91.3500679763677,-74.0030991647028
172.032002498683,111.540529260595,-73.2871935316948
127.04568101981,113.439854716859,-73.0930779129998
92.3054300244804,120.922574718716,-74.2203340367953
107.487371567608,97.8575872819969,-73.808481863789
158.343344029916,69.7889147793973,-75.8057513119603
98.9796998327998,114.717275498321,-73.918238793273
137.773433185022,111.599618790835,-72.9469011500866
161.987102164257,144.478809254387,-73.9650555550299
65.3100684216677,132.857200801422,-75.5872782681811
61.3188682109449,123.836221101056,-75.8864997337088
180.930182922784,101.109570548111,-73.6761427393946
78.3444527567975,147.735547530624,-75.2132939003809
124.9878241686,99.5938450826212,-73.1505200681427
135.799951940086,106.18272180424,-72.9250043754744
103.121911931777,100.973212202337,-73.9137479714799
128.470838604567,147.482459077575,-74.0685908536035
147.145850074689,116.431670450336,-73.0038392489937
160.22767190729,107.78203051151,-73.0167015816983
154.008449791187,122.537908273169,-73.1749982000134
119.635972493901,133.496635520864,-73.6824053212966
135.779435973932,117.120308328363,-73.0483128872389
127.468493673792,102.730741235829,-73.055323160944
109.049900018775,76.6293541872558,-75.6650998581769
157.750039586731,90.6480018382067,-73.2985022652364
186.579948892718,119.795345301734,-73.8095585963098
167.382374543584,112.861847064742,-73.1860739405056
151.381101510798,138.952609144383,-73.6817669753719
101.116518296387,100.691164900672,-74.0230939276401
109.049900018775,76.6293541872558,-75.6650998581769
175.589062947585,118.300607088144,-73.4510193693688
133.062690583085,101.20806665237,-72.9776130285516
153.084600838643,109.918891891889,-72.9422344067226
166.403761028093,89.0809122685245,-73.6087579268161
103.121911931777,100.973212202337,-73.9137479714799
103.136630806507,86.0743513905005,-74.8212296761086
174.752783942728,164.417377690353,-74.9083795716158
128.801732778749,117.320463089999,-73.1270070261419
160.71808208797,139.493473722438,-73.7677471196383
128.206862796308,109.090855143514,-73.0343551069106
165.113874244414,108.262312638187,-73.1089445493693
213.589657136538,117.580459403308,-75.0903545904601
155.306529060025,111.819973110413,-72.9824680498303
162.70666944015,121.100880943304,-73.2376339981511
178.950984009143,104.476313239327,-73.5322633795943
147.904489354098,147.433625958865,-73.9980654141356
178.867971560469,104.445667068701,-73.5295510118142
132.172367088645,101.248899390607,-72.9896468066289
176.754666409569,133.054915763191,-73.8085893976117
135.670871730299,110.977950084004,-72.9559734443421
157.191430183472,96.0321919531573,-73.0891848745996
101.116518296387,100.691164900672,-74.0230939276401
160.71808208797,139.493473722438,-73.7677471196383
192.868320011453,130.5608106884,-74.1956854891946
107.418722580021,114.928116071292,-73.6010589697405
151.881030876841,109.439042484778,-72.9287033278278
45.2796179850633,116.80412909134,-77.3449128306862
168.944063419639,105.363276982476,-73.2034575971438
95.9110941775677,124.1586483826,-74.1048263954177
101.359952388871,151.433442124799,-74.6462070932368
172.286532419377,89.9455195588683,-73.7741449691158
168.944063419639,105.363276982476,-73.2034575971438
147.460385912971,95.7506265539835,-72.9982462978154
116.249168369617,182.998785781428,-75.6627386890103
125.507565142647,117.461479996789,-73.1795484197932
173.967537997438,105.95952486217,-73.3448971548267
120.993123500232,101.991981749043,-73.2144190098557
159.47723355837,103.316302272011,-73.0107457806321
135.54828981134,120.325346801702,-73.1183968161391
147.904489354098,147.433625958865,-73.9980654141356
88.0341434320495,176.988964205973,-75.8673043928665
106.433725881224,94.9607972933901,-73.9824859185344
100.04131051636,135.262627901931,-74.1847880228545
131.990987750363,116.033042434974,-73.0640716144358
88.9043930183678,103.346573000761,-74.6275072472258
85.3302956152158,157.143081211148,-75.2485031166339
110.183800056438,153.927836024402,-74.5602455848892
144.297994717532,111.207317010591,-72.9199303695074
85.5068831821254,136.260851466248,-74.6973556547787
153.084600838643,109.918891891889,-72.9422344067226
246.198075289867,119.387731590382,-77.4093896257398
139.41928971277,87.5382272891116,-73.3567878744601
137.172840771638,95.180201973179,-73.0443524271371
158.915796222527,120.801192238975,-73.1804184345178
191.020134653117,123.393015296166,-74.0117807309534
112.670142260858,113.411654822386,-73.424340446473
159.387764103226,145.949109710952,-73.9976194833327
93.4480718465241,133.645023032441,-74.3563395839468
77.7873110555029,153.010637899041,-75.3659169364618
173.933371093915,113.321086489275,-73.3503805264559
88.9043930183678,103.346573000761,-74.6275072472258
143.506255016915,105.195820041895,-72.8832700622348
69.037207870737,85.5416359687401,-78.1469752701182
87.9916124932214,137.080612223049,-74.6215760960756
91.8204230961766,116.362372713844,-74.2332362022227
209.492034822521,152.102612588355,-75.2775995074185
187.987850763377,175.58599167091,-75.5598615754093
111.373974628028,119.76463146747,-73.5327881550637
114.027842457683,127.335234105828,-73.6197030017662
107.016850123795,166.976469218745,-75.1208675095743
133.095891735367,101.076140370181,-72.9786063823288
131.990987750363,116.033042434974,-73.0640716144358
123.061230699724,102.15814599225,-73.1585749918595
180.721279179697,103.674665784017,-73.6137921669804
121.201626074174,129.753417483384,-73.5439550266354
189.281144066504,157.616215396844,-74.8979624109116
126.349750256361,111.386686654406,-73.0827736233602
165.629641014907,114.722344649638,-73.1720734211365
181.509994961846,123.887847107724,-73.7084252714731
122.65411985911,97.6580228021548,-73.2526071417674
175.396207146728,190.963848762774,-76.0248137794164
170.187406309042,145.083175786347,-74.0885724538205
166.96706251551,126.300980495123,-73.4319803263399
147.145850074689,116.431670450336,-73.0038392489937
126.349750256361,111.386686654406,-73.0827736233602
126.253465790621,109.113228039771,-73.0686443745369
98.7235944995793,97.4984971127124,-74.2806467378887
149.796153589974,118.395065452537,-73.0525238453682
100.912199956309,85.6384695056277,-75.0206449147918
115.827260929786,98.5069095738602,-73.4460437502799
186.682879592357,101.76115909988,-73.9220986707729
145.015115397306,91.1867795299539,-73.1481884575539
105.793314565587,68.977097765433,-77.6515947228635
125.568426586122,91.2320459685271,-73.4067488133859
138.374668938325,134.637733482699,-73.5250316384897
133.91339690531,122.144846641109,-73.1751691297048
189.862055457537,104.144071065454,-74.0177163509142
128.848605081928,122.281463631781,-73.2322291801973
102.225614833617,83.2612017915043,-75.1984932446462
93.4480718465241,133.645023032441,-74.3563395839468
118.007474816337,92.5452264816452,-73.5881493016142
113.776765963498,80.8240566232531,-74.7457202791081
180.930182922784,101.109570548111,-73.6761427393946
149.471528689625,122.579855485021,-73.1501318087748
144.011227787252,77.6975947215967,-74.2333821617765
151.130310177381,74.7659535985229,-74.6948296153459
160.019515041029,102.375056257164,-73.0272678709262
110.925068581145,159.34075320532,-74.7563381509795
118.007474816337,92.5452264816452,-73.5881493016142
102.225614833617,83.2612017915043,-75.1984932446462
28.7244813041355,145.169264887614,-77.7268245828322
130.71788837466,78.3294116952995,-74.3419598469851
158.915796222527,120.801192238975,-73.1804184345178
178.807649302786,144.532652370936,-74.2165263047462
109.861574457576,160.59458149935,-74.8225716836373
115.53903706601,87.8213387805285,-73.9752699541563
121.97551166914,98.0107979843581,-73.262674731277
107.418722580021,114.928116071292,-73.6010589697405
95.7263316253769,103.821809466854,-74.213049501045
162.134722325176,92.0428337668133,-73.33086723892
131.587410456109,67.4740621503759,-76.3394376206297
250.576275358553,161.440364997451,-77.1646029372333
131.587410456109,67.4740621503759,-76.3394376206297
135.727824037184,121.908680994284,-73.1550373952022
109.552186033962,99.7214881443,-73.6569597832091
138.354649220141,96.4650799492639,-73.0004318470777
117.596303888601,109.19119617391,-73.2664613670878
76.2904603511026,209.981964332343,-77.3283961136332
143.025170671837,123.94100615007,-73.1777630376875
98.5812808754215,127.224805268772,-74.0553428883383
82.3515337021495,159.179210646067,-75.3988155245629
147.648910451542,94.277546690571,-73.0406553284129
172.286532419377,89.9455195588683,-73.7741449691158
137.372793584104,97.9321473738436,-72.9774048211656
172.286532419377,89.9455195588683,-73.7741449691158
130.71788837466,78.3294116952995,-74.3419598469851
219.938232781976,119.609728258259,-75.4493411238195
59.8626167367172,119.375129117044,-76.0846059236031
128.801732778749,117.320463089999,-73.1270070261419
95.7263316253769,103.821809466854,-74.213049501045
192.868320011453,130.5608106884,-74.1956854891946
191.020134653117,123.393015296166,-74.0117807309534
126.625702384267,101.464676676032,-73.0855282111167
144.966123874638,137.469344619234,-73.6130989104274
124.172857696954,109.004000054888,-73.1088229602072
133.147356365967,108.165514867514,-72.9596252093308
74.4617933829799,100.528983487492,-75.8259891432836
131.505312472162,97.834958678126,-73.0539047279836
116.541699111989,95.2860470559702,-73.5247205945637
187.987850763377,175.58599167091,-75.5598615754093
117.044975443006,98.5451000054324,-73.4026554904496
125.967870243717,86.2522272615064,-73.6974697136471
155.101973126564,114.348504364716,-73.0147037857816
59.6991094512451,129.77545097719,-75.9167882048699
106.640462086699,72.7274666576444,-76.6237627540426
133.095891735367,101.076140370181,-72.9786063823288
179.043461614307,132.519015069621,-73.8454291440908
118.639919979156,132.204179379107,-73.6602043441898
111.373974628028,119.76463146747,-73.5327881550637
141.551087544557,136.474119912497,-73.580128856333
110.183800056438,153.927836024402,-74.5602455848892
116.226951000743,169.185221854311,-75.0817887563174
154.840185254044,125.210611128883,-73.2523754846332
108.906939087771,101.258039653528,-73.6442350982172
125.470399842937,83.2891670002971,-73.9592102864074
123.034568549853,123.493278310106,-73.3473972058646
121.750108647722,87.6011785044254,-73.7397452849381
189.281144066504,157.616215396844,-74.8979624109116
115.827260929786,98.5069095738602,-73.4460437502799
112.768608420911,111.064032753799,-73.4105827890338
132.172367088645,101.248899390607,-72.9896468066289
180.721279179697,103.674665784017,-73.6137921669804
106.433725881224,94.9607972933901,-73.9824859185344
133.503962439245,112.916154236664,-72.9997672976635
114.027842457683,127.335234105828,-73.6197030017662
114.027842457683,127.335234105828,-73.6197030017662
209.492034822521,152.102612588355,-75.2775995074185
180.721279179697,103.674665784017,-73.6137921669804
121.750108647722,87.6011785044254,-73.7397452849381
135.54828981134,120.325346801702,-73.1183968161391
193.033447200401,94.9287398147317,-74.5779742156142
161.647428700037,74.5277705455883,-75.0009356897879
92.0765725132852,172.49640044273,-75.613771610807
120.471684699227,83.5687033645552,-74.1191691402529
121.598072082564,104.309318329746,-73.174600348251
92.0765725132852,172.49640044273,-75.613771610807
125.499849236522,80.6634430323516,-74.2264150019821
63.7744490292699,110.139825798401,-76.1383057909188
117.102784287069,118.75478754068,-73.3700053511612
83.9245428715385,106.324741163246,-74.8371604195439
123.879848678341,125.034497728961,-73.3716377743385
128.801732778749,117.320463089999,-73.1270070261419
156.166479520571,103.424416563971,-72.9608993019018
107.166943602782,197.652198585888,-76.3758702411492
152.146337403501,138.492993070169,-73.6683494240659
88.9043930183678,103.346573000761,-74.6275072472258
166.373362064915,97.9256022562798,-73.2420802545669
44.8738070937723,151.092901791961,-76.7563923414305
86.319629980366,154.397330579308,-75.1345731738351
107.166943602782,197.652198585888,-76.3758702411492
118.60809369217,78.2680324631197,-74.8223348480711
147.460385912971,95.7506265539835,-72.9982462978154
154.045144773423,111.659460468736,-72.9683771436049
125.967870243717,86.2522272615064,-73.6974697136471
175.396207146728,190.963848762774,-76.0248137794164
128.470838604567,147.482459077575,-74.0685908536035
156.919114137846,93.1366002428778,-73.1771560562811
103.136630806507,86.0743513905005,-74.8212296761086
223.139459506036,153.507448769473,-75.8143808374774
135.799951940086,106.18272180424,-72.9250043754744
103.121911931777,100.973212202337,-73.9137479714799
186.682879592357,101.76115909988,-73.9220986707729
83.9245428715385,106.324741163246,-74.8371604195439
132.113067165187,102.796731519447,-72.9767388605662
172.584577412101,111.937542140165,-73.3042311172743
109.861574457576,160.59458149935,-74.8225716836373
59.6991094512451,129.77545097719,-75.9167882048699
146.651075367164,101.283597927242,-72.9016796171937
115.827260929786,98.5069095738602,-73.4460437502799
121.750108647722,87.6011785044254,-73.7397452849381
114.027842457683,127.335234105828,-73.6197030017662
124.172857696954,109.004000054888,-73.1088229602072
83.9245428715385,106.324741163246,-74.8371604195439
160.328409913159,72.9865181540242,-75.223812205466
71.9244008513094,127.813870673917,-75.2276788166042
178.867971560469,104.445667068701,-73.5295510118142
160.668078172039,124.328004413394,-73.2878489953463
152.146337403501,138.492993070169,-73.6683494240659
123.061230699724,102.15814599225,-73.1585749918595
125.507565142647,117.461479996789,-73.1795484197932
95.7263316253769,103.821809466854,-74.213049501045
144.004854126295,134.106312223231,-73.4939424442799
168.519436873786,105.181423040452,-73.193365093986
172.40077587501,112.613510092294,-73.3038597829936
85.478285170053,122.197105388764,-74.5344342898913
197.555767190567,98.7147607325144,-74.6590949001872
87.9916124932214,137.080612223049,-74.6215760960756
166.895867539913,153.482161687918,-74.3688583575637
135.670871730299,110.977950084004,-72.9559734443421
88.0341434320495,176.988964205973,-75.8673043928665
139.844479902772,98.5246511819761,-72.9483258728471
154.012705484191,95.6863468146851,-73.0527467401635
173.967537997438,105.95952486217,-73.3448971548267
109.049900018775,76.6293541872558,-75.6650998581769
130.205305874801,98.4762431300476,-73.0631628215166
90.336217830526,79.7083469771969,-76.7721303387879
125.352666137288,99.9448768498618,-73.1357781943144
167.382374543584,112.861847064742,-73.1860739405056
87.168124140357,145.168056233739,-74.8436061921462
154.012705484191,95.6863468146851,-73.0527467401635
105.211514899571,121.426796476204,-73.7420960011033
158.915796222527,120.801192238975,-73.1804184345178
65.3100684216677,132.857200801422,-75.5872782681811
110.983219385247,86.320820218486,-74.322459008192
158.559867196221,109.98561449432,-73.003866762163
120.471684699227,83.5687033645552,-74.1191691402529
149.471528689625,122.579855485021,-73.1501318087748
118.987916710072,90.8665080653756,-73.6381521177186
106.433725881224,94.9607972933901,-73.9824859185344
122.522517994834,97.0325140808682,-73.2729318847807
210.108663748775,119.230312612297,-74.871438632113
146.633873723582,110.187161067323,-72.9110118866846
129.670169854329,119.638237186451,-73.1617749770669
170.462708058105,94.2270691665589,-73.4884636567443
87.168124140357,145.168056233739,-74.8436061921462
146.59915673045,87.7396736528611,-73.3270121807261
169.102801409081,138.776429792602,-73.8482001472142
137.773433185022,111.599618790835,-72.9469011500866
86.319629980366,154.397330579308,-75.1345731738351
107.487371567608,97.8575872819969,-73.808481863789
133.565858278005,105.029485608032,-72.948647815356
128.214795415499,87.5821873709552,-73.5428323697677
